Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-02-16 22:07:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297013842604167168,Just finished the course “Cybersecurity Awareness: Cybersecurity Terminology”! Check it out: https://lnkd.in/dhuagnjh,"","",MEMBER_NETWORK
2025-02-16 18:01:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7296951827877564416,"Keep active every day, don´t give up. Eager to keep growing! TryHackMe #7daystreak","","",MEMBER_NETWORK
2025-02-16 11:23:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7296851722423922691,Fun to refresh some basics; Ethical Hacking: Cloud Computing from Cybrary!,"","",MEMBER_NETWORK
2025-02-14 14:18:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7296170972343144449,"Just finished the course “Cybersecurity Foundations: Governance, Risk, and Compliance (GRC)” by AJ Yawn! Good refresher indeed! So many more interesting things to learn and investigate. https://lnkd.in/dDgfZEeB #governanceriskmanagementandcompliance #cybersecurity.","","",MEMBER_NETWORK
2025-02-13 20:35:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295903460552503296,"As a Bitcoiner I'm always into learning more about Cryptography 🎯 🖖  Decent videos to refresh knowledge and recap, cheers Cybrary!","","",MEMBER_NETWORK
2025-02-12 15:24:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295462668465836032,Just finished the course “ISO 27001:2022-Compliant Cybersecurity: Getting Started” by Marc Menninger! Check it out: https://lnkd.in/dmNtvwPc #iso27001 #policydevelopment #securitycompliance.,"","",MEMBER_NETWORK
2025-02-11 15:45:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7295105730867556352,"I do enjoy going through an OSINT Virtual Lab! Practicing with tools and knowledge that I gained on my Full Time Bootcamp. Always something new to learn and to try out, cheers Cybrary!","","",MEMBER_NETWORK
2025-02-11 06:46:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7294970047649751040,"Last evening I speant a good amount of time getting familiar with OWASP® Foundation 's Threat Dragon 🐲  to complete the certification ""Threat Modeling"" from Cybrary! It was a new tool for me, great way to visualize & tag organization's potential risks, describe them and many more features! 👾","","",MEMBER_NETWORK
2025-02-09 12:46:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7294335883216850944,"Para quien le preocupe este tipo de noticias comparto:""
""""
""https://lnkd.in/db2tnYuJ (PrivacyTools .io)""
""""
""Web que categoriza herramientas según si son totalmente Open-Source (código abierto y auditable) si son auditadas por terceros imparciales, si han sido comprometidas por imposiciones de entidades de tres siglas ( CIA, FBI, etc.) y demás parámetros. Para tomar una decisión informada de como puedes proteger tu privacidad.","","",MEMBER_NETWORK
2025-02-08 21:13:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7294101106710777856,"The thing is... If you are into Cybersecurity, you want hands-on exercises, labs, images, Tor websites & files to tinker with in order to gain real experience!""
"" You learn by doing not just reading. YOU 👇 too can get your hands dirty for FREE with Security Blue Team""
""(I'm not sponsored in any way) ""
""After completing all of the free available Training courses I really recommend ""Introduction to OSINT ,Forensics, Powershell"" and my favourite one: ""Introduction to Dark Web Operations"". 🎯","","",MEMBER_NETWORK
2025-02-08 20:45:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7294093900141531136,I’m happy to share that I’ve obtained a new certification: Introduction to Bash from Security Blue Team!,"","",MEMBER_NETWORK
2025-02-07 14:32:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7293637771267575808,Reviewing old Bootcamp material but using Cybrary to get hands-on with labs and test questions to reinforce learning about Defensive Security Operations. . #Cybersecurity #ContinuousLearning 🦾,"","",MEMBER_NETWORK
2025-02-07 13:17:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7293618992412319747,"I KNOW THERE ARE SOME MENTORS OUT THERE 👀 ""
""Could any kind Cyber Security Expert give me hint/tips on what to learn & practice next? Cheers! ""
""""
""I've got my certificates pinned on: https://lnkd.in/dUw3ZeAF 🔌","","",MEMBER_NETWORK
2025-02-07 13:05:51,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7293615948891086848,Always good to practice some Data Backup and Recovery Basics 💾 💭  with  Cybrary!,"","",MEMBER_NETWORK
2025-02-06 17:36:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7293321588899221504,Hey! I'm glad to share that I've finished the learning path “Prepare for the AWS Certified Cloud Practitioner (CLF-C02) Certification”! #cloudservices #securitycompliance I should be taking the real exam soon! ,"","",MEMBER_NETWORK
2025-02-05 18:35:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7292974151949062146,Just finished the learning path “Career Essentials in GitHub Professional Certificate”! Check it out: https://lnkd.in/dsEXjcZM #github.,"","",MEMBER_NETWORK
2025-01-30 15:04:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7290746613088620546,"Innovate and break things, sure... but there are risks. Keep in mind your business security and assets, keep your staff up to date with the best practices and latest security implementations. Stay safe","","",MEMBER_NETWORK
2025-01-30 14:53:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7290744058497372160,"Ha sido un placer asistir a esta ponencia, ha sido educativa y entretenida.""
""Mañana más STEM Talks 💪. ""
""Gracias a SAMARC Cybersafe por avisarme de este evento.","","",MEMBER_NETWORK
2025-01-28 12:23:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7289981491294461952,I’m happy to share that I’ve obtained a new certification: Introduction to Python from Security Blue Team!,"","",MEMBER_NETWORK
2025-01-28 10:53:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7289958796460789762,"When you like a study topic so much, that somehow you do more than a 100% 🤣 😅 #DarkWebOperations Security Blue Team","","",MEMBER_NETWORK
2025-01-24 17:43:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7288612346300698624,"I have completed a TryHackMe room on Cybersecurity Governance and Regulation, and it was a fantastic refresher on the critical importance of protecting sensitive information.""
""The module covered key topics such as:""
""Governance, risk management, and compliance (GRC): Understanding the essential components of a GRC framework and how to develop an effective program.""
""Laws and regulations: Exploring key regulations like GDPR and PCI DSS, and understanding their purpose and impact.""
""Information security frameworks: Learning about ISO/IEC 27001, NIST 800-53, and other frameworks that provide guidance on implementing security controls.""
""With the ever-increasing threat landscape, robust security measures are more crucial than ever. A proactive understanding of cybersecurity governance and regulation is essential for any professional in this space.""
""#cybersecurity #GRC #GDPR #PCIDSS #ISO27001 #NIST #securityframeworks #dataprivacy #compliance",http://www.tryhackme.com/r/room/cybergovernanceregulation?utm_campaign=social_share&utm_medium=social&utm_source=linkedin,"",MEMBER_NETWORK
2025-01-24 16:14:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7288589980833107968,"Refreshing basics. Always good to keep an eye on topics such as: security triad CIA, Disclosure of secret data DAD, Fundamental Concepts of Security Models, Defence-in-Depth, ISO/IEC 19249, Zero Trust versus Trust but Verify and Vulnerability vs Threat versus Risk.",http://www.tryhackme.com/r/room/securityprinciples?utm_campaign=social_share&utm_medium=social&utm_source=linkedin,"",MEMBER_NETWORK
2025-01-22 16:05:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7287863066019438593,Great News!,"","",MEMBER_NETWORK
2025-01-10 17:39:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7283537994681098240,Running bitcoin,"","",MEMBER_NETWORK
2025-01-08 11:13:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7282716039656751105,I’m happy to share that I’ve obtained a new certification: Introduction to Programming: Python (Self-Study) 2nd Edition from Bejob & IBM SkillsBuild Student Ambassador Program!,"","",MEMBER_NETWORK
2024-12-30 15:17:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7279515900729282560,Web Development with Python from IBM SkillsBuild. Badge acquired & learning more.,https://www.credly.com/badges/377ba6ff-0d4b-41df-8477-5ba08748c63d/linked_in?t=spbbst,"",MEMBER_NETWORK
2024-12-24 16:49:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7277364673270677504,"Omg, this is a game changer! no more third party extensions for Dark Mode :)","","",MEMBER_NETWORK
2024-12-19 15:20:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7275530451392299010,"👾 You should try this! 👾 ""
""""
""FREE site to to practice Linux & learn through a ""Capture The Flag"" format that makes it feel fun & challenging. ""
""It's called Bandit, one of the Wargames by OverTheWire.""
""""
""I'm glad to have finally spent a couple hours completing 33 Levels! ""
""""
""I recommend using ""MobaXterm"" to easily use SSH, plus handle private keys correctly.""
"" ENJOY! https://lnkd.in/dCS3RW2W","","",MEMBER_NETWORK
2024-08-06 13:12:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7226575908336263168,"🚀 Just Finished CS120: Bitcoin for Developers I ! 🚀""
""Hey everyone,""
""I’m excited to share that I’ve just wrapped up an awesome Bitcoin certification course! Over the past few days, I spent around 20 hours digging into everything Bitcoin—from the fundamentals of cryptography to practical hands-on stuff.""
""Here’s what I loved about it:""
""-Deepening my Full Node Skills: I used my existing Bitcoin node to apply what I learned and get more comfortable with Linux command line operations.""
""-Understanding Keys and Transactions: Got a solid grasp on how public and private keys work together in Bitcoin transactions.""
""-Exploring Hashing and Mining: Learned the ins and outs of hashing and how it’s crucial for mining and the blockchain.""
""-A big shoutout to Saylor Academy for providing such valuable free content. I would love to find a Lightning Network course next. ""
""""
""If you're into Bitcoin or want to chat about blockchain and cybersecurity, feel free to connect!""
""#Bitcoin #Crypto #Blockchain #Linux #Cybersecurity #SaylorAcademy #BitcoinNode #LightningNetwork","","",MEMBER_NETWORK
2024-08-01 21:00:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7224881742237634560,"While refreshing fundamentals & engaging in hands-on testing is fun, there’s truly no substitute for the insights gained from real-world experience. I'm improving my ability to translate theoretical knowledge into practical solutions.""
""Completed:   KCCS - KNOWLEDGE OF CYBERSECURITY SKILLS from Mossé Cyber Security Institute!","","",MEMBER_NETWORK
2024-07-31 13:27:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7224405389096677377,"Apparently when you finish:""
""Introduction to Digital Forensics""
""Introduction to OSINT""
""Introduction to Vulnerability Management""
""Introduction to Threat Hunting""
""Introduction to Network Analysis""
""Introduction to Dark Web Operations""
""you get this cool certification: Blue Team Junior Analyst Pathway Bundle from Security Blue Team!  I'm pleased 🙌 .","","",MEMBER_NETWORK
2024-07-31 13:08:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7224400492003549186,"Great to practice again with tools like Nmap, Nessus, WPScan, Metasploitable 2 & OpenVAS to gain this new certification: Introduction to Vulnerability Management from Security Blue Team!","","",MEMBER_NETWORK
2024-07-31 10:53:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7224366636055633922,"Just finished Security Blue Team's ""Introduction to Threat Hunting"" course by Security Blue Team, and it was quite an adventure! 🌟""
""""
""Got my hands dirty with Mandiant IOC Collector and Mandiant Redline for the first time. These tools are fantastic for local analysis when you have admin privileges, but they made me realize the importance of mastering remote administration and Threat Hunting tools for a broader reach.""
""""
""One of the highlights was playing around with hashes and strings on a Windows Virtual Machine, analyzing ""real"" viruses. It was fun to compare their SHA-1, SHA-256, and MD5 hashes with our IOC information for matches.""
""""
""Always exciting to turn theory into practice and see these tools in action!""
""""
""#ThreatHunting #Cybersecurity #Mandiant #BlueTeam #LearningByDoing","","",MEMBER_NETWORK
2024-07-30 10:19:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7223995639775322113,"I’ve obtained a new certification: Introduction to OSINT from Security Blue Team!""
""It was fun to play around again with tools like Shodan.io, TweetDeck, Google Dorks, The Harvester, OSINT Framework and different Reverse Image Searching sites.""
""""
""Happy so far with the free learning provided by Security Blue Team , Keep up the good work! Cheers!","","",MEMBER_NETWORK
2024-07-27 12:00:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7222933805844594688,"Started following them after finding this post on my feed. Informative, concise and well presented. Time to get some of these now!","","",MEMBER_NETWORK
2024-07-24 12:04:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7221847758830223363,I’m happy to share that I’ve obtained a new certification: Introduction to Digital Forensics from Security Blue Team!,"","",MEMBER_NETWORK
2024-07-23 15:06:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7221531038877982721,"We need Hope.""
""Earn Bitcoin.""
""It shouldn't be so easily blamed on ""inflation"", our currencies are debased on purpose.""
""Suitable website for the topic: www.hope.com","","",MEMBER_NETWORK
2024-06-05 10:53:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7204072913455505408,Vaya dolor de cabeza! pero ha valido la pena. Completed Retro 😎,http://www.tryhackme.com/r/room/retro,"",MEMBER_NETWORK
2024-06-04 06:26:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7203643271812694016,Want to connect with Bitcoiners on Linkedin! I've been running Bitcoin Lightning nodes since 2020. This one nearly reached a whole coin of liquidity inbound+outbound back then! If you want to open a Dual Funded Balanced Channel hit me up!,"","",MEMBER_NETWORK
2024-05-30 18:04:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7202007050271244288,Muy interessnte!,"","",MEMBER_NETWORK
2024-05-29 15:01:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7201598496368439296,"Antes de estudiar Ciberseguridad pensaba que tal vez yo era un poco paranoico con la privacidad y posible filtración de datos. Pero día tras día se ve que es una realidad y cada vez leo más sobre bases de datos a la venta en la Darkweb de empresas de ""renombre"". Toda precaución es poca.","","",MEMBER_NETWORK
2024-05-29 14:32:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7201591182135603202,"I've been diving into Security Blue Team 's courses, and they offer fantastic opportunities for hands-on practice! 🏄‍♂️""
""The Network Analysis course got a bit challenging, requiring a mix of Wireshark, tcpdump, and tshark. Tshark was an improvised addition, but it really helped!""
""Check out these free courses:""
""""
""https://lnkd.in/gvV2uqfF""
""""
""https://lnkd.in/gxYCgs6t""
""""
""I still have a few more to explore and complete! 😝","","",MEMBER_NETWORK
2024-05-29 00:15:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7201375532779769856,Run a Full Bitcoin Lightning Node! https://lnkd.in/dz-RvMpF Join the Revolution.,"","",MEMBER_NETWORK
2024-05-28 21:01:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7201326634648453120,"🕵️‍♂️ Spent a couple of hours this evening diving into ""Introduction to Darkweb Operations"" offered by Security Blue Team. It was a great experience that required a keen eye for details, and I’m happy to have earned the certification!""
""📜 Here's the link to the course for those interested: https://lnkd.in/drsSrsa2""
""A special shoutout to Nerea Hernández Del Río for the inspiration! Next up, I’ll be exploring ""Security Blue Team - Introduction to OSINT."" Can’t wait to get started! 😋","","",MEMBER_NETWORK
2024-05-25 15:34:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7200157162331897856,"Repasando 👾 ""
""https://lnkd.in/dt6darQR","","",MEMBER_NETWORK
2024-05-20 17:37:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7198376393024425984,"Fun room for anyone who is a fan of the show, nicely built with entertaining images and videos. 💪 ""
""""
""https://lnkd.in/dAC8_Qw6","","",MEMBER_NETWORK
2024-05-09 20:37:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7194435357411594240,"Antes de dormir, he acabado ""Web Application Security"" en TryHackMe. Ha sido instructivo recordar cómo las vulnerabilidades de IDOR permiten que los atacantes exploten el acceso secuencial a los datos y la importancia crítica de validar accesos en aplicaciones web.""
""""
""Before heading to bed, I finished 'Web Application Security' on TryHackMe. It was insightful to revisit how IDOR vulnerabilities allow attackers to exploit sequential data access and the critical importance of validating access in web applications.""
""""
""https://lnkd.in/dkq_UDTf","","",MEMBER_NETWORK
2024-05-09 11:46:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7194301819701866498,"Repasando conceptos y metodologías que ya practiqué en el Bootcamp.""
""""
""Reviewing concepts and methodologies that I already practiced in the Bootcamp.""
""""
""https://lnkd.in/dZjffj7K","","",MEMBER_NETWORK
2024-05-03 16:40:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7192201352272297984,"¡Tengo una gran noticia! He completado con éxito el bootcamp de ""Ciberseguridad, Hacking Ético y Cloud"" en Upgradehub. 🎉 👨‍💻 ""
""He adquirido habilidades esenciales que me preparan para los desafíos de la ciberseguridad actual. Estoy listo para aportar a la seguridad digital y abierto a nuevas oportunidades laborales.""
""Conéctate conmigo para explorar cómo puedo contribuir a tu equipo.""
""#Ciberseguridad #HackingÉtico #CloudComputing #OpenToWork","","",MEMBER_NETWORK
2024-05-03 16:39:44,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7192201173028814849,"Exciting news! I've successfully completed the ""Cybersecurity, Ethical Hacking and Cloud"" bootcamp at Upgradehub. 🎉 👨‍💻 ""
""I've gained essential skills to tackle modern cybersecurity challenges. I'm ready to enhance digital security and open to new job opportunities.""
""Connect with me to discuss how I can contribute to your team.""
""#Cybersecurity #EthicalHacking #CloudComputing #OpenToWork","","",MEMBER_NETWORK
2024-04-06 07:25:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7182277187201294336,"I'm excited to share that I have achieved my Cisco Cyber Threat Management certification. This is a significant step in my ongoing journey in cybersecurity, enriching my skills in areas like threat intelligence, risk management, and incident response. I'm committed to continuous learning and applying these skills to contribute to a safer digital environment.",https://www.credly.com/badges/5e2eb763-9d96-4f29-8018-99a71b82c352/linked_in?t=sbifa9,"",MEMBER_NETWORK
2024-04-04 11:45:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7181617892159852544,"Practicing and learning more, as I do courses like 'Introduction to Cybersecurity' from Cisco, is part of my commitment to continuous improvement and staying up-to-date with the latest in tech.",https://www.credly.com/badges/cf1cfdca-0fa3-4989-b065-46d985178ae2/linked_in?t=sbf1zx,"",MEMBER_NETWORK
2024-03-27 21:41:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7178868727067623424,"Very happy to share that I’ve obtained a new certification: Foundation Level Threat intelligence Analyst from arcX!""
""""
""It's been a long day! 👨‍💻","","",MEMBER_NETWORK
2024-03-27 11:35:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7178716381201252354,I’m happy to share that I’ve obtained a new certification: PRDV151: Bitcoin for Everybody from Saylor Academy!,"","",MEMBER_NETWORK
